Name,ISBN,URL,Status
Wotakoi: Love Is Hard for Otaku Volume 6 (B&N Exclusive Edition),9781646516766,https://www.barnesandnoble.com/w/wotakoi-fujita/1140937908?ean=9781646516766,1.0
Spy x Family Vol. 9,9781974736287,https://www.barnesandnoble.com/w/spy-x-family-vol-9-tatsuya-endo/1141652264?ean=9781974736287,0.0
